Job Title,company_txt,Location,job_simp,seniority,predicted_opportunity_score,opportunity_band,years_experience,remote_yn,hybrid_yn,skill_count,detected_skills,explanation_preview
Data Scientist,605,"New York, NY",data scientist,mid,94.5,high,2,1,0,7,"['Python', 'SQL', 'AWS', 'Spark', 'Machine Learning', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants.
"Data Analyst, Performance Partnership",Beckman Coulter Diagnostics,"New York, NY",data analyst,mid,94.5,high,25,0,0,7,"['SQL', 'Excel', 'Tableau', 'Power BI', 'AWS', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Director - Data, Privacy and AI Governance",MassMutual,"Boston, MA",manager,manager,94.5,high,0,0,0,1,['Machine Learning'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
"Director - Data, Privacy and AI Governance",MassMutual,"Boston, MA",manager,manager,94.5,high,0,0,0,1,['Machine Learning'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Lead Data Scientist,MassMutual,"Boston, MA",data scientist,senior,94.4,high,7,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Lead Data Scientist,MassMutual,"Boston, MA",data scientist,senior,94.4,high,7,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,ICW Group,"San Diego, CA",data engineer,mid,94.3,high,3,0,0,5,"['SQL', 'Tableau', 'Power BI', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Detailed job description suggests a more mature hiring process and clearer scope."
Health Data Analyst/Developer,Freedman Healthcare,"Newton, MA",data analyst,mid,94.3,high,5,1,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Remote language improves flexibility and expands the reachable talent pool. | Higher experience requirements raise the barrier to entry.
Principal Data Scientist,AstraZeneca,"Gaithersburg, MD",data scientist,senior,94.1,high,0,0,0,4,"['Python', 'Excel', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Engineer,Zylotech,"Cambridge, MA",data engineer,mid,94.0,high,2,0,0,6,"['SQL', 'AWS', 'Spark', 'Docker', 'Kubernetes', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants."
Customer Data Scientist,h2o.ai,"Mountain View, CA",data scientist,mid,93.9,high,2,0,0,5,"['Python', 'AWS', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Customer Data Scientist,h2o.ai,"Mountain View, CA",data scientist,mid,93.9,high,2,0,0,5,"['Python', 'AWS', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,Eventbrite,"Nashville, TN",data engineer,mid,93.6,high,3,0,0,6,"['Python', 'SQL', 'AWS', 'Spark', 'Machine Learning', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Eliassen Group,"Atlanta, GA",data scientist,mid,93.5,high,5,0,0,5,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",Genentech,"South San Francisco, CA",data scientist,senior,93.4,high,2,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Engineering Analyst,COUNTRY Financial,"Bloomington, IL",data engineer,mid,93.4,high,2,0,0,6,"['Python', 'SQL', 'Spark', 'Docker', 'Machine Learning', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",Genentech,"South San Francisco, CA",data scientist,senior,93.4,high,2,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,1904labs,"Saint Louis, MO",data scientist,mid,93.4,high,0,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,1904labs,"Saint Louis, MO",data scientist,mid,93.4,high,0,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data & Analytics Consultant (NYC),Systems Evolution Inc.,"New York, NY",business intelligence,mid,93.4,high,8,0,0,7,"['Python', 'SQL', 'Excel', 'Tableau', 'AWS', 'Machine Learning', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Analyst Senior,AmeriHealth Caritas,"Philadelphia, PA",data analyst,senior,93.2,high,3,0,0,5,"['SQL', 'Excel', 'Tableau', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Analyst Senior,AmeriHealth Caritas,"Philadelphia, PA",data analyst,senior,93.2,high,3,0,0,5,"['SQL', 'Excel', 'Tableau', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Engineer,Guidepoint,"New York, NY",data engineer,mid,93.1,high,2,0,0,5,"['Python', 'SQL', 'AWS', 'Snowflake', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,Guidepoint,"New York, NY",data engineer,mid,93.1,high,2,0,0,5,"['Python', 'SQL', 'AWS', 'Snowflake', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,Southwest Research Institute,"San Antonio, TX",other,senior,93.0,high,3,0,0,5,"['Python', 'SQL', 'AWS', 'Docker', 'Kubernetes']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution."
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,Southwest Research Institute,"San Antonio, TX",other,senior,93.0,high,3,0,0,5,"['Python', 'SQL', 'AWS', 'Docker', 'Kubernetes']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution."
MongoDB Data Engineer II,BlueCross BlueShield of Tennessee,"Chattanooga, TN",data engineer,mid,93.0,high,1,0,0,3,"['SQL', 'Excel', 'Tableau']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Advanced Analytics Manager,Health Union,"Philadelphia, PA",manager,manager,92.8,high,0,0,0,2,"['Tableau', 'Statistics']","Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Advanced Analytics Manager,Health Union,"Philadelphia, PA",manager,manager,92.8,high,0,0,0,2,"['Tableau', 'Statistics']","Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist Manager,Capgemini,"New York, NY",data scientist,manager,92.6,high,3,0,0,7,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics', 'Experimentation', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Senior Data Scientist - AI Forecasting, Finance team",Mars,"Mount Olive, NJ",data scientist,senior,92.5,high,5,0,0,6,"['Python', 'SQL', 'Tableau', 'Power BI', 'Spark', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution.
Senior Data Scientist,MathWorks,"Natick, MA",data scientist,senior,92.2,high,5,0,0,5,"['Python', 'SQL', 'Tableau', 'Power BI', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Senior Data Scientist,MathWorks,"Natick, MA",data scientist,senior,92.2,high,5,0,0,5,"['Python', 'SQL', 'Tableau', 'Power BI', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Senior Data Scientist,MathWorks,"Natick, MA",data scientist,senior,92.2,high,5,0,0,5,"['Python', 'SQL', 'Tableau', 'Power BI', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Senior Data Analyst,Integrate,"Phoenix, AZ",data analyst,senior,92.1,high,2,0,0,3,"['SQL', 'Excel', 'Power BI']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Analyst,Life360,"San Francisco, CA",data analyst,senior,92.0,high,5,1,0,4,"['Python', 'SQL', 'Tableau', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Remote language improves flexibility and expands the reachable talent pool. | Higher experience requirements raise the barrier to entry."
Senior Data Analyst,Life360,"San Francisco, CA",data analyst,senior,92.0,high,5,1,0,4,"['Python', 'SQL', 'Tableau', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Remote language improves flexibility and expands the reachable talent pool. | Higher experience requirements raise the barrier to entry."
"Director II, Data Science - GRS Predictive Analytics",Liberty Mutual Insurance,"Chicago, IL",manager,manager,91.8,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
"Data Scientist, Senior",Novetta,"Fort Belvoir, VA",data scientist,senior,91.8,high,0,1,0,4,"['Python', 'SQL', 'AWS', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants."
"Director II, Data Science - GRS Predictive Analytics",Liberty Mutual Insurance,"Chicago, IL",manager,manager,91.8,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Lead Data Engineer,Credit Sesame,"Mountain View, CA",data engineer,senior,91.7,high,0,0,0,6,"['Python', 'SQL', 'AWS', 'Spark', 'Machine Learning', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Lead Data Engineer,Credit Sesame,"Mountain View, CA",data engineer,senior,91.7,high,0,0,0,6,"['Python', 'SQL', 'AWS', 'Spark', 'Machine Learning', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer,Upside Business Travel,"Washington, DC",data engineer,mid,91.7,high,0,0,0,12,"['Python', 'SQL', 'AWS', 'Spark', 'Snowflake', 'Airflow', 'Docker', 'Kubernetes', 'Machine Learning', 'Statistics', 'Experimentation', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants."
Lead Data Engineer,Credit Sesame,"Mountain View, CA",data engineer,senior,91.7,high,0,0,0,6,"['Python', 'SQL', 'AWS', 'Spark', 'Machine Learning', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist,Change Healthcare,"Emeryville, CA",data scientist,mid,91.7,high,4,0,0,7,"['Python', 'SQL', 'AWS', 'Spark', 'Docker', 'Machine Learning', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Program/Data Analyst,General Dynamics Information Technology,"Washington, DC",data analyst,mid,91.6,high,3,0,0,4,"['SQL', 'Excel', 'Tableau', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Senior Engineer, Data Management Engineering",Western Digital,"Milpitas, CA",other,senior,91.6,high,1,0,0,4,"['Python', 'SQL', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Engineer 5 - Contract,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",data engineer,mid,91.5,high,3,0,0,6,"['SQL', 'Tableau', 'Power BI', 'Machine Learning', 'Statistics', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Mathematica Policy Research,"Washington, DC",data scientist,mid,91.5,high,3,1,0,4,"['Python', 'AWS', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants."
Data Engineer 5 - Contract,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",data engineer,mid,91.5,high,3,0,0,6,"['SQL', 'Tableau', 'Power BI', 'Machine Learning', 'Statistics', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Solugenix Corporation,"Phoenix, AZ",data scientist,mid,91.5,high,3,0,0,5,"['Python', 'SQL', 'Excel', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer 5 - Contract,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",data engineer,mid,91.5,high,3,0,0,6,"['SQL', 'Tableau', 'Power BI', 'Machine Learning', 'Statistics', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Engineer 5 - Contract,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",data engineer,mid,91.5,high,3,0,0,6,"['SQL', 'Tableau', 'Power BI', 'Machine Learning', 'Statistics', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Product Engineer – Spatial Data Science and Statistical Analysis,Esri,"Redlands, CA",other,mid,91.4,high,2,0,0,4,"['Python', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Product Engineer – Spatial Data Science and Statistical Analysis,Esri,"Redlands, CA",other,mid,91.4,high,2,0,0,4,"['Python', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist - Research,C Space,"Boston, MA",data scientist,mid,91.3,high,5,0,0,6,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Engineer,Maxar Technologies,"Springfield, VA",data engineer,mid,91.3,high,3,0,0,4,"['Python', 'SQL', 'Spark', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Scientist,Medidata Solutions,"New York, NY",data scientist,senior,91.2,high,3,0,0,5,"['Python', 'SQL', 'Machine Learning', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
Product Engineer – Data Science,Esri,"Arlington, VA",other,mid,91.2,high,0,0,0,3,"['Python', 'SQL', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Product Engineer – Data Science,Esri,"Arlington, VA",other,mid,91.2,high,0,0,0,3,"['Python', 'SQL', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Jr. Data Scientist,MITRE,"McLean, VA",data scientist,junior,91.1,high,0,0,0,6,"['Python', 'SQL', 'Tableau', 'Spark', 'Machine Learning', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Financial Data Analyst,CentralReach,"Matawan, NJ",data analyst,mid,91.1,high,3,0,0,3,"['SQL', 'Excel', 'Tableau']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Engineer - Consultant (Charlotte Based),Clarity Insights,"Charlotte, NC",data engineer,mid,91.0,high,3,0,0,4,"['Python', 'SQL', 'Machine Learning', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer - Consultant (Charlotte Based),Clarity Insights,"Charlotte, NC",data engineer,mid,91.0,high,3,0,0,4,"['Python', 'SQL', 'Machine Learning', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer,AVANADE,"Washington, DC",data engineer,mid,90.9,high,0,0,0,3,"['Machine Learning', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Survey Data Analyst,SullivanCotter,"Minneapolis, MN",data analyst,mid,90.8,high,0,0,0,4,"['Python', 'SQL', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Data Scientist, Office of Data Science",Liberty Mutual Insurance,"Boston, MA",data scientist,mid,90.6,high,0,0,0,4,"['Python', 'Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Data Scientist, Office of Data Science",Liberty Mutual Insurance,"Boston, MA",data scientist,mid,90.6,high,0,0,0,4,"['Python', 'Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,Sartorius,"Albuquerque, NM",data scientist,mid,90.5,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,Sartorius,"Albuquerque, NM",data scientist,mid,90.5,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Analyst,Novetta,"Herndon, VA",data analyst,senior,90.4,high,0,0,0,3,"['Python', 'SQL', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Scientist, Product Development",Pharmavite,"Valencia, CA",other,mid,90.4,high,2,0,0,2,"['Statistics', 'Experimentation']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Scientist, Product Development",Pharmavite,"Valencia, CA",other,mid,90.4,high,2,0,0,2,"['Statistics', 'Experimentation']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Scientist, Product Development",Pharmavite,"Valencia, CA",other,mid,90.4,high,2,0,0,2,"['Statistics', 'Experimentation']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Computational Chemist/Data Scientist,PNNL,"Richland, WA",data scientist,mid,90.3,high,1,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Computational Chemist/Data Scientist,PNNL,"Richland, WA",data scientist,mid,90.3,high,1,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Senior Data Scientist,Sartorius,"Arvada, CO",data scientist,senior,90.2,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Engineer,Praetorian,"Austin, TX",data engineer,senior,90.2,high,8,0,0,6,"['Python', 'SQL', 'Spark', 'Docker', 'Machine Learning', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Senior Data Engineer,Praetorian,"Austin, TX",data engineer,senior,90.2,high,8,0,0,6,"['Python', 'SQL', 'Spark', 'Docker', 'Machine Learning', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Senior Data Scientist,Sartorius,"Fremont, CA",data scientist,senior,89.9,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,Cogo Labs,"Cambridge, MA",data engineer,mid,89.7,high,0,0,0,6,"['Python', 'SQL', 'Spark', 'Airflow', 'Docker', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants."
Data Engineer,Cogo Labs,"Cambridge, MA",data engineer,mid,89.7,high,0,0,0,6,"['Python', 'SQL', 'Spark', 'Airflow', 'Docker', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants."
Excel / VBA / SQL Data Analyst,Associated Electric Cooperative,"Springfield, MO",data analyst,mid,89.6,high,2,0,0,3,"['SQL', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Excel / VBA / SQL Data Analyst,Associated Electric Cooperative,"Springfield, MO",data analyst,mid,89.6,high,2,0,0,3,"['SQL', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist,Mars,Oregon,data scientist,mid,89.4,high,1,0,0,5,"['Python', 'AWS', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Machine Learning Engineer,Information Builders,"New York, NY",machine learning engineer,mid,89.4,high,5,0,0,6,"['Python', 'SQL', 'AWS', 'Machine Learning', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Machine Learning Engineer,Information Builders,"New York, NY",machine learning engineer,mid,89.4,high,5,0,0,6,"['Python', 'SQL', 'AWS', 'Machine Learning', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Data Scientist,Mars,Oregon,data scientist,mid,89.4,high,1,0,0,5,"['Python', 'AWS', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Sr. Data Scientist II,Argo Group US,"New York, NY",data scientist,senior,89.2,high,3,0,0,4,"['Python', 'SQL', 'Spark', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope."
Sr. Data Scientist II,Argo Group US,"New York, NY",data scientist,senior,89.2,high,3,0,0,4,"['Python', 'SQL', 'Spark', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope."
